datetime,HSG_Area_20m,HSG_Area_30m,HSG_Average_Slope_30m,HSG_Force_15m,HSG_Force_20m,HSG_Force_30m,HSG_Moment_20m,HSG_Rate_Vol_15m,HSG_Rate_Vol_20m,HSG_Rate_Vol_30m,HSG_Rocket_15m,HSG_SRC_1h,HSG_VWAP_close_1h,HSG_VWAP_close_30m,HSG_VWAP_correlation_rank_15m,HSG_WilliamsAd_1h,HSG_acceleration_15m,HSG_acceleration_20m,HSG_acceleration_30m,HSG_buy_sell_battle_15m,HSG_buyhighselllow_1h,HSG_close_score_1h,HSG_close_score_30m,HSG_highlow_1h,HSG_hlvwap_15m,HSG_hlvwap_1h,HSG_hlvwap_20m,HSG_kc_5m,HSG_mean_ret_1h,HSG_mean_ret_30m,HSG_midpoint_15m,HSG_midpoint_20m,HSG_new_percentrank_30m,HSG_standing_wave_1h,HSG_stochastic_30m,HSG_sup_resis_1h,HSG_sup_resis_30m,HSG_tcal_ret_5m,HSG_thep_15m
2018-01-02,0.5336039405968189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4999796313343048,0.0,-8.818832987504482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.524267361320496
2018-01-03,26.476531403652668,-1.4221676294937133,4.464177343497515,0.310518682980299,0.47924093182229993,4.464177343497515,-13.633532933212042,-1.4999747103223802,0.47924093182229993,4.464177343497515,2.4731403319129943,18.645372922205926,-1.4970226105880737,4.464177343497515,-3.465495565687895,0.0,-4.360400155798674,0.23962046591091157,13.157804622965337,2.4731403319129943,-20.32088335190797,18.661268551167964,-4.985047734946012,-1.4970226105880737,-5.436920620522976,6.455214355082512,-3.4723429590775967,-1.4999747103223802,0.0,18.661268551167964,-1.4999747103223802,0.47924093182229993,0.0,0.0,0.0,0.0,-4.985047734946012,-4.985047734946012,20.736700085793256
2018-01-04,18.329906356375457,16.86364778055644,17.89249436271739,-5.29387480745101,17.786261387221813,17.89249436271739,-2.341552545124054,17.78626138722205,17.786261387221813,17.89249436271739,17.892494362716914,17.624744142200946,17.751256252030135,17.89249436271739,17.7162511168375,0.0,9.054154315493346,8.893130693611145,9.109249354359866,17.892494362716914,2.8056706666686533,18.145140121058464,2.3986082605080603,17.751256252030135,17.716251116837977,17.892494362716675,17.751256252029897,17.78626138722205,0.0,-8.328720559886694,17.78626138722205,17.786261387221813,0.0,0.0,0.0,10.287715392679214,2.3986082605080603,0.0,0.0
2018-01-05,-17.842127181669234,-16.811369048556326,-18.251437526295902,-25.976365518118143,-12.152238096044064,-18.251437526295902,-6.127429921855927,-12.178788983767271,-15.165479135628223,-12.244764125972509,-13.007961387603045,-6.73022653463459,-5.064895344585657,-12.973885748669863,-8.892774824980021,0.0,4.4648953546252255,-10.869381958857774,-1.5072771535580158,-14.993034234400273,-8.900410544160366,-1.378393318990469,-19.682409268592835,-8.92296480935359,-12.83640817032218,-9.082338015210151,-1.1060816080563067,-8.96574886347723,6.348944345168829,0.0,-15.147877386815786,-12.152238096044064,0.0,6.38650752711916,0.0,-8.86284736221075,-16.565779344649314,-4.985093816585064,-13.23869404968834
2018-01-08,-7.5458281916277405,-2.3762229838736055,4.686692085052967,-18.32644835633874,4.697394930503607,-1.9569054320781232,4.695975091781616,16.69599883650875,4.695501812207222,4.689548368799209,-6.930989913805962,-2.041108137124777,0.9936942562940121,4.932614794333458,5.6768872314155105,2.4731403319129943,14.600131185584306,-20.52733724702835,11.622457409549236,8.87259201395607,16.87244134108758,-3.913878506929636,0.4842148233191967,-3.9447236115620137,-6.930989913806439,0.9908049628741741,-6.90971450288558,4.929741904285907,-1.482335369039297,12.553071685067415,10.680069486567021,4.697394930503607,0.0,6.410175868788481,4.446481943265677,6.410175868788242,8.418712082740784,-10.539190711203336,-8.491573529842139
2018-01-09,41.50103982047677,-41.58390221779204,69.30610911347436,69.30610911347436,69.44342394330907,-25.182490601541282,69.44342394330931,70.13946808074736,69.44342394330883,69.30610911347436,69.16879428363991,68.1975416504097,69.58192252167677,69.30610911347436,69.86010342694568,69.58192252167701,35.0697340403738,34.99989287692284,34.999892876923084,69.30610911347436,69.99978575384641,41.89584660750484,59.28361095620036,41.79146677342629,69.16879428363991,69.58192252167677,69.16879428363919,69.30610911347436,55.14041147495365,70.28033415618086,69.86010342694544,69.44342394330907,0.0,55.14041147495341,53.858767479354384,55.14041147495365,59.2836109562006,69.16879428363967,70.1394680807469
2018-01-10,3.7736302636761665,-53.674666290873525,11.619954694580079,2.9610833374161722,2.971137657777786,21.821157719716787,26.099594349194287,17.63054102641034,14.559549799999713,11.6199546945796,16.629162821638108,8.640880510207653,8.312057658946514,9.067760862273454,19.960029550555944,24.19264043332243,4.873127439623118,-6.457002593259573,-6.457002593259334,-2.358880019402027,13.03178951841259,8.165984003144741,14.07140181998229,19.531174367723228,19.762512652468683,19.880549291908025,-2.3752832566456794,-2.3783638776500227,15.966735045612811,23.822466049679758,14.658243937675953,17.383112030943632,0.0,23.767486088080883,0.0,15.966735045612573,23.86050146274185,14.655875933289051,31.073224744986533
2018-01-11,-4.156597011857986,-6.4363285604147915,-10.429326891474485,-2.251336955582857,8.697761402843952,-10.580401208400488,-10.403931223945142,-2.251336955583334,11.465438611882448,-2.2554461018664838,0.0,-30.215633379867555,-30.172864545368434,-3.005435181917429,0.0,0.0,-2.2527066710107326,19.752470034306764,-2.2609529169528484,4.37768829580307,-13.892984975046874,-30.215633379867555,-30.17286454536867,0.0,-36.08887652263141,-47.69657471871996,-13.931208046072244,-28.398071266020775,0.0,-13.931208046072006,-10.46213759363532,-10.442154294971466,0.0,0.0,0.0,0.0,-19.098780182631494,16.999397559544803,2.6734749911870956
2018-01-12,-3.254970252043009,-28.809690021750452,-7.912299184162617,-58.553762900850536,-50.878477399222135,-5.424882777298212,-71.77680667882633,-71.50382231124259,-72.03733975364256,-50.522705092107536,5.444566824333191,-42.01115227143574,-21.18094342459321,-42.936692831635,-12.955970221942424,0.0,-2.722283412166834,-2.7623617553572655,-2.722283412166834,18.7002698184793,-83.2732051174841,-22.98652524230385,-34.811383797850844,-24.118463198996068,-93.86681093930746,-65.82036902964235,-22.98652524230361,-5.376281444669008,0.0,-43.85639308096409,-42.365564164004084,-44.9916588084414,0.0,0.0,-18.693858974639177,-31.528346969553947,-47.292544941015244,-12.350412109853506,-34.90883039985991
2018-01-15,27.124752100355625,-5.0269323431127075,7.531881621535778,44.404944079001424,44.80234537224197,45.20735647748136,1.8288732538475991,29.265309116310597,29.366393783417227,44.642539320279596,-5.230048118100405,9.076372886512756,9.174336228577614,19.890275781569002,-5.46037237003231,0.0,22.685695101387978,23.019681294644116,22.685695101388454,-19.539594540144442,-5.553531975996733,-5.553531975996495,-5.553531975996733,6.402556417695284,-1.8886931066091062,-15.545682287575245,-12.892903448419094,-12.070189661132574,19.89027578156829,34.60366129633951,44.64253932027984,38.213137346031665,0.0,34.665905094062566,-11.165320478798867,19.89027578156829,9.174336228577852,-3.2064115681819914,23.949965541071176
