datetime,HSG_Area_10m,HSG_Area_30m,HSG_Rate_Vol_30m,HSG_Rocket_15m,HSG_SRC_1h,HSG_VOI_30m,HSG_VWAP_close_1h,HSG_VWAP_close_30m,HSG_VWAP_correlation_rank_15m,HSG_VWAP_correlation_rank_20m,HSG_WilliamsAd_1h,HSG_acceleration_15m,HSG_acceleration_20m,HSG_acceleration_30m,HSG_buy_sell_battle_15m,HSG_buyhighselllow_1h,HSG_close_score_1h,HSG_close_score_30m,HSG_highlow_1h,HSG_hlvwap_15m,HSG_hlvwap_1h,HSG_hlvwap_20m,HSG_kc_5m,HSG_mean_ret_1h,HSG_mean_ret_20m,HSG_mean_ret_30m,HSG_new_percentrank_30m,HSG_standing_wave_1h,HSG_stochastic_30m,HSG_sup_resis_1h,HSG_sup_resis_30m,HSG_tcal_ret_5m
2018-01-02,-6.570156709677696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4999796313343048,0.0,-8.818832987504482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03,3.0111867623796464,-1.4221676294937133,4.464177343497515,2.4731403319129943,18.645372922205926,0.0,-1.4970226105880737,4.464177343497515,-3.465495565687895,0.0,0.0,-4.360400155798674,0.23962046591091157,13.157804622965337,2.4731403319129943,-20.32088335190797,18.661268551167964,-4.985047734946012,-1.4970226105880737,-5.436920620522976,6.455214355082512,-3.4723429590775967,-1.4999747103223802,0.0,0.0,18.661268551167964,0.0,0.0,0.0,0.0,-4.985047734946012,-4.985047734946012
2018-01-04,13.929874299690008,16.86364778055644,17.89249436271739,17.892494362716914,17.624744142200946,0.0,17.751256252030135,17.89249436271739,17.7162511168375,8.320151759380341,0.0,9.054154315493346,8.893130693611145,9.109249354359866,17.892494362716914,2.8056706666686533,18.145140121058464,2.3986082605080603,17.751256252030135,17.716251116837977,17.892494362716675,17.751256252029897,17.78626138722205,0.0,0.0,-8.328720559886694,0.0,0.0,0.0,10.287715392679214,2.3986082605080603,0.0
2018-01-05,-11.451813716999053,-16.811369048556326,-12.244764125972509,-13.007961387603045,-6.73022653463459,-4.9713769106192585,-5.064895344585657,-12.973885748669863,-8.892774824980021,-8.862847362210275,0.0,4.4648953546252255,-10.869381958857774,-1.5072771535580158,-14.993034234400273,-8.900410544160366,-1.378393318990469,-19.682409268592835,-8.92296480935359,-12.83640817032218,-9.082338015210151,-1.1060816080563067,-8.96574886347723,6.348944345168829,10.264584202271939,0.0,0.0,6.38650752711916,0.0,-8.86284736221075,-16.565779344649314,-4.985093816585064
2018-01-08,18.10526651563144,-2.3762229838736055,4.689548368799209,-6.930989913805962,-2.041108137124777,-5.027293504789829,0.9936942562940121,4.932614794333458,5.6768872314155105,4.9395064937386515,2.4731403319129943,14.600131185584306,-20.52733724702835,11.622457409549236,8.87259201395607,16.87244134108758,-3.913878506929636,0.4842148233191967,-3.9447236115620137,-6.930989913806439,0.9908049628741741,-6.90971450288558,4.929741904285907,-1.482335369039297,-1.018607867599249,12.553071685067415,0.0,6.410175868788481,4.446481943265677,6.410175868788242,8.418712082740784,-10.539190711203336
2018-01-09,69.30610911347436,-41.58390221779204,69.30610911347436,69.16879428363991,68.1975416504097,55.140411474953176,69.58192252167677,69.30610911347436,69.86010342694568,69.44342394330931,69.58192252167701,35.0697340403738,34.99989287692284,34.999892876923084,69.30610911347436,69.99978575384641,41.89584660750484,59.28361095620036,41.79146677342629,69.16879428363991,69.58192252167677,69.16879428363919,69.30610911347436,55.14041147495365,69.16879428364015,70.28033415618086,0.0,55.14041147495341,53.858767479354384,55.14041147495365,59.2836109562006,69.16879428363967
2018-01-10,19.801745460992812,-53.674666290873525,11.6199546945796,16.629162821638108,8.640880510207653,27.66786160931587,8.312057658946514,9.067760862273454,19.960029550555944,12.907888250526906,24.19264043332243,4.873127439623118,-6.457002593259573,-6.457002593259334,-2.358880019402027,13.03178951841259,8.165984003144741,14.07140181998229,19.531174367723228,19.762512652468683,19.880549291908025,-2.3752832566456794,-2.3783638776500227,15.966735045612811,16.15585409339285,23.822466049679758,0.0,23.767486088080883,0.0,15.966735045612573,23.86050146274185,14.655875933289051
2018-01-11,-23.046565137007235,-6.4363285604147915,-2.2554461018664838,0.0,-30.215633379867555,0.0,-30.172864545368434,-3.005435181917429,0.0,-13.880287141282558,0.0,-2.2527066710107326,19.752470034306764,-2.2609529169528484,4.37768829580307,-13.892984975046874,-30.215633379867555,-30.17286454536867,0.0,-36.08887652263141,-47.69657471871996,-13.931208046072244,-28.398071266020775,0.0,0.0,-13.931208046072006,0.0,0.0,0.0,0.0,-19.098780182631494,16.999397559544803
2018-01-12,-5.424882777297974,-28.809690021750452,-50.522705092107536,5.444566824333191,-42.01115227143574,-19.047185826390265,-21.18094342459321,-42.936692831635,-12.955970221942424,-30.36125746488762,0.0,-2.722283412166834,-2.7623617553572655,-2.722283412166834,18.7002698184793,-83.2732051174841,-22.98652524230385,-34.811383797850844,-24.118463198996068,-93.86681093930746,-65.82036902964235,-22.98652524230361,-5.376281444669008,0.0,0.0,-43.85639308096409,0.0,0.0,-18.693858974639177,-31.528346969553947,-47.292544941015244,-12.350412109853506
2018-01-15,40.261727484133246,-5.0269323431127075,44.642539320279596,-5.230048118100405,9.076372886512756,19.890275781568764,9.174336228577614,19.890275781569002,-5.46037237003231,-5.741723742817879,0.0,22.685695101387978,23.019681294644116,22.685695101388454,-19.539594540144442,-5.553531975996733,-5.553531975996495,-5.553531975996733,6.402556417695284,-1.8886931066091062,-15.545682287575245,-12.892903448419094,-12.070189661132574,19.89027578156829,16.23287136029029,34.60366129633951,0.0,34.665905094062566,-11.165320478798867,19.89027578156829,9.174336228577852,-3.2064115681819914
