"HSG_Area_10m","HSG_Area_30m","HSG_Rate_Vol_30m","HSG_Rocket_15m","HSG_SRC_1h","HSG_VOI_30m","HSG_VWAP_close_1h","HSG_VWAP_close_30m","HSG_VWAP_correlation_rank_15m","HSG_VWAP_correlation_rank_20m","HSG_WilliamsAd_1h","HSG_acceleration_15m","HSG_acceleration_20m","HSG_acceleration_30m","HSG_buy_sell_battle_15m","HSG_buyhighselllow_1h","HSG_close_score_1h","HSG_close_score_30m","HSG_highlow_1h","HSG_hlvwap_15m","HSG_hlvwap_1h","HSG_hlvwap_20m","HSG_kc_5m","HSG_mean_ret_1h","HSG_mean_ret_20m","HSG_mean_ret_30m","HSG_new_percentrank_30m","HSG_standing_wave_1h","HSG_stochastic_30m","HSG_sup_resis_1h","HSG_sup_resis_30m","HSG_tcal_ret_5m"
0.000301118676237965,-0.000142216762949371,0.000446417734349752,0.000247314033191299,0.00186453729222059,0,-0.000149702261058807,0.000446417734349752,-0.00034654955656879,0,0,-0.000436040015579867,2.39620465910912e-05,0.00131578046229653,0.000247314033191299,-0.0020320883351908,0.0018661268551168,-0.000498504773494601,-0.000149702261058807,-0.000543692062052298,0.000645521435508251,-0.00034723429590776,-0.000149997471032238,0,0,0.0018661268551168,0,0,0,0,-0.000498504773494601,-0.000498504773494601
0.001392987429969,0.00168636477805564,0.00178924943627174,0.00178924943627169,0.00176247441422009,0,0.00177512562520301,0.00178924943627174,0.00177162511168375,0.000832015175938034,0,0.000905415431549335,0.000889313069361114,0.000910924935435987,0.00178924943627169,0.000280567066666865,0.00181451401210585,0.000239860826050806,0.00177512562520301,0.0017716251116838,0.00178924943627167,0.00177512562520299,0.00177862613872221,0,0,-0.000832872055988669,0,0,0,0.00102877153926792,0.000239860826050806,0
-0.00114518137169991,-0.00168113690485563,-0.00122447641259725,-0.0013007961387603,-0.000673022653463459,-0.000497137691061926,-0.000506489534458566,-0.00129738857486699,-0.000889277482498002,-0.000886284736221027,0,0.000446489535462523,-0.00108693819588578,-0.000150727715355802,-0.00149930342344003,-0.000890041054416037,-0.000137839331899047,-0.00196824092685928,-0.000892296480935359,-0.00128364081703222,-0.000908233801521015,-0.000110608160805631,-0.000896574886347723,0.000634894434516883,0.00102645842022719,0,0,0.000638650752711916,0,-0.000886284736221075,-0.00165657793446493,-0.000498509381658506
0.00181052665156314,-0.000237622298387361,0.000468954836879921,-0.000693098991380596,-0.000204110813712478,-0.000502729350478983,9.93694256294012e-05,0.000493261479433346,0.000567688723141551,0.000493950649373865,0.000247314033191299,0.00146001311855843,-0.00205273372470283,0.00116224574095492,0.000887259201395607,0.00168724413410876,-0.000391387850692964,4.84214823319197e-05,-0.000394472361156201,-0.000693098991380644,9.90804962874174e-05,-0.000690971450288558,0.000492974190428591,-0.00014823353690393,-0.000101860786759925,0.00125530716850674,0,0.000641017586878848,0.000444648194326568,0.000641017586878824,0.000841871208274078,-0.00105391907112033
0.00693061091134744,-0.0041583902217792,0.00693061091134744,0.00691687942836399,0.00681975416504097,0.00551404114749532,0.00695819225216768,0.00693061091134744,0.00698601034269457,0.00694434239433093,0.0069581922521677,0.00350697340403738,0.00349998928769228,0.00349998928769231,0.00693061091134744,0.00699997857538464,0.00418958466075048,0.00592836109562004,0.00417914667734263,0.00691687942836399,0.00695819225216768,0.00691687942836392,0.00693061091134744,0.00551404114749536,0.00691687942836402,0.00702803341561809,0,0.00551404114749534,0.00538587674793544,0.00551404114749536,0.00592836109562006,0.00691687942836397
0.00198017454609928,-0.00536746662908735,0.00116199546945796,0.00166291628216381,0.000864088051020765,0.00276678616093159,0.000831205765894651,0.000906776086227345,0.00199600295505559,0.00129078882505269,0.00241926404333224,0.000487312743962312,-0.000645700259325957,-0.000645700259325933,-0.000235888001940203,0.00130317895184126,0.000816598400314474,0.00140714018199823,0.00195311743677232,0.00197625126524687,0.0019880549291908,-0.000237528325664568,-0.000237836387765002,0.00159667350456128,0.00161558540933929,0.00238224660496798,0,0.00237674860880809,0,0.00159667350456126,0.00238605014627419,0.00146558759332891
-0.00230465651370072,-0.000643632856041479,-0.000225544610186648,0,-0.00302156333798676,0,-0.00301728645453684,-0.000300543518191743,0,-0.00138802871412826,0,-0.000225270667101073,0.00197524700343068,-0.000226095291695285,0.000437768829580307,-0.00138929849750469,-0.00302156333798676,-0.00301728645453687,0,-0.00360888765226314,-0.004769657471872,-0.00139312080460722,-0.00283980712660208,0,0,-0.0013931208046072,0,0,0,0,-0.00190987801826315,0.00169993975595448
-0.000542488277729797,-0.00288096900217505,-0.00505227050921075,0.000544456682433319,-0.00420111522714357,-0.00190471858263903,-0.00211809434245932,-0.0042936692831635,-0.00129559702219424,-0.00303612574648876,0,-0.000272228341216683,-0.000276236175535727,-0.000272228341216683,0.00187002698184793,-0.00832732051174841,-0.00229865252423038,-0.00348113837978508,-0.00241184631989961,-0.00938668109393075,-0.00658203690296423,-0.00229865252423036,-0.000537628144466901,0,0,-0.00438563930809641,0,0,-0.00186938589746392,-0.00315283469695539,-0.00472925449410152,-0.00123504121098535
0.00402617274841332,-0.000502693234311271,0.00446425393202796,-0.000523004811810041,0.000907637288651276,0.00198902757815688,0.000917433622857761,0.0019890275781569,-0.000546037237003231,-0.000574172374281788,0,0.0022685695101388,0.00230196812946441,0.00226856951013885,-0.00195395945401444,-0.000555353197599673,-0.00055535319759965,-0.000555353197599673,0.000640255641769528,-0.000188869310660911,-0.00155456822875752,-0.00128929034484191,-0.00120701896611326,0.00198902757815683,0.00162328713602903,0.00346036612963395,0,0.00346659050940626,-0.00111653204787989,0.00198902757815683,0.000917433622857785,-0.000320641156818199
-0.00316171158661916,-0.000562275466465998,0.000379997117131972,-0.00118088510285277,-0.0020679943131628,-0.00137057052695589,5.62385805357456e-05,0.00127667500820372,-0.00118088510285275,-0.000121746277356458,0,-0.00188966938799207,-0.00483428074281368,0.00205091491875675,-0.000263175096696448,0.00198546701476569,-0.00445630590616312,-0.0020600856638474,0.00130586888509717,0.000226275412563133,0.000230040551375747,0.000241295913145614,-0.00117086883493319,-0.00122111694440675,-0.000329426847112918,0.001970036233706,0.000332748935906768,-0.00123877198219597,-0.000509177512838197,-0.0021110412338676,-0.0012211169444068,-0.00187480491223049
