,HSG_Area_20m,HSG_Area_30m,HSG_Average_Slope_30m,HSG_Force_15m,HSG_Force_20m,HSG_Force_30m,HSG_Moment_20m,HSG_Rate_Vol_15m,HSG_Rate_Vol_20m,HSG_Rate_Vol_30m,HSG_Rocket_15m,HSG_SRC_1h,HSG_VWAP_close_1h,HSG_VWAP_close_30m,HSG_VWAP_correlation_rank_15m,HSG_WilliamsAd_1h,HSG_acceleration_15m,HSG_acceleration_20m,HSG_acceleration_30m,HSG_buy_sell_battle_15m,HSG_buyhighselllow_1h,HSG_close_score_1h,HSG_close_score_30m,HSG_highlow_1h,HSG_hlvwap_15m,HSG_hlvwap_1h,HSG_hlvwap_20m,HSG_kc_5m,HSG_mean_ret_1h,HSG_mean_ret_30m,HSG_midpoint_15m,HSG_midpoint_20m,HSG_new_percentrank_30m,HSG_standing_wave_1h,HSG_stochastic_30m,HSG_sup_resis_1h,HSG_sup_resis_30m,HSG_tcal_ret_5m,HSG_thep_15m
2022-01-16,0.032586025234821465,0.050195927509589976,0.0,0,0,0.0,0.013859855397567587,0,0.007858106631963954,0.056079627685945446,0.05164951884447026,0,0,0,0.028293793203221906,0.02889034981634395,0.11626029762507026,0.06433155236435097,0.05361226260156201,0,0,0,0,0.07717849163742631,0,0,0,0,0.04762905829603998,0.17529044967497348,0,0.003726354800917667,0,0.03734537160938293,0.14226712036363023,0,0,0.0,0.01294583670272274
2022-01-23,0.03549105127026546,0.04756699883089834,0.0,0,0,0.0,0.017543296442397886,0,0.00033880798536023925,0.054391812676593466,0.05225520532070384,0,0,0,0.0277766020838038,0.03585152504448094,0.11423624236761745,0.06819094502763032,0.060195898933799785,0,0,0,0,0.07444332072718146,0,0,0,0,0.04286358672269967,0.173030646727863,0,0.00572105280123987,0,0.036187752861533924,0.14144151907734534,0,0,0.0,0.012473735098586574
2022-01-30,0.034753674808913476,0.04757368117552786,0.0,0,0,0.0002844446175346551,0.020470187193858524,0,0.0,0.05636510476689822,0.04949151435379509,0,0,0,0.028535479425408163,0.032296824569240684,0.11203171839358332,0.06282829904463963,0.060995009706625546,0,0,0,0,0.07544161964203701,0,0,0,0,0.044285703999332814,0.17500081754652033,0,0.006628325528777231,0,0.0334485974719205,0.14071066682034392,0,0,0.0022066412658113535,0.01665168966923146
2022-02-06,0.034753674808913476,0.04757368117552786,0.0,0,0,0.0002844446175346551,0.020470187193858524,0,0.0,0.05636510476689822,0.04949151435379509,0,0,0,0.028535479425408163,0.032296824569240684,0.11203171839358332,0.06282829904463963,0.060995009706625546,0,0,0,0,0.07544161964203701,0,0,0,0,0.044285703999332814,0.17500081754652033,0,0.006628325528777231,0,0.0334485974719205,0.14071066682034392,0,0,0.0022066412658113535,0.01665168966923146
2022-02-13,0.03587704079155211,0.0525117299023642,0.0,0,0,0.0,0.013673691675804527,0,0.0,0.05727982526890153,0.046731328603512395,0,0,0,0.02964932220048723,0.03250791092363314,0.11425020510415078,0.06365791359339097,0.06021876386073975,0,0,0,0,0.07848159351588022,0,0,0,0,0.046860354535515424,0.1735930800745768,0,0.005617841604891354,0,0.027757529857083695,0.14469665549418517,0,0,0.0,0.016635212993331133
2022-02-20,0.0359626559188571,0.0507932397857767,0.0,0,0,0.0,0.008668678780359635,0,0.0,0.06597088401024143,0.05142379949950812,0,0,0,0.031569061651534,0.031032113369330108,0.12232486322522594,0.06109430247929818,0.05514940900874702,0,0,0,0,0.07140173533246236,0,0,0,0,0.04035738784134166,0.17632632083752164,0,0.0093098799934681,0,0.029142918227530405,0.1463714961876128,0,0,0.0,0.01310125385118473
2022-02-27,0.0338963344850599,0.050738519170215046,0.003136775431912547,0,0,0.0,0.007274625183849264,0,0.0,0.0660234541201522,0.047169483939951885,0,0,0,0.030400876836307874,0.028684572586280727,0.11487433035290419,0.06604829760719882,0.0578133406038283,0,0,0,0,0.06885794370548613,0,0,0,0,0.044966385133495775,0.17885017277782192,0,0.00955979175454093,0,0.030892427316168296,0.1447130480285403,0,0,0.0,0.01609962096628673
2022-03-06,0.02827257592229828,0.048350925997042674,0.0026420959497171956,0,0,0.0,0.008562757960301209,0,0.0,0.07157832720024528,0.045553218912536005,0,0,0,0.03397950709055399,0.03112744302415557,0.11894591421155469,0.06379550839418159,0.0601384743459759,0,0,0,0,0.06660706094961749,0,0,0,0,0.04228920712158487,0.18002515258943355,0,0.0059080589281977096,0,0.030525784735791487,0.14774775989973368,0,0,0.0,0.013950226767080479
2022-03-13,0.02872302211811322,0.050205285004135174,0.00018097065158045137,0,0,0.0,0.005966440769489242,0,0.0,0.07967296221069821,0.03893274050304817,0,0,0,0.032279647765694974,0.035998363608265686,0.11661747444178566,0.07591652851663717,0.04848265336848603,0,0,0,0,0.06548816679255086,0,0,0,0,0.04327589959174703,0.1779693069437528,0,0.007342422601333474,0,0.0331272297819829,0.15335942772373679,0,0,0.0,0.006461457606962183
2022-03-20,0.031123468899871023,0.05117149753671651,0.002599243674792247,0,0,0.0,0.011309003134633056,0,0.0,0.07773429511738582,0.041714534542499494,0,0,0,0.031661161520276475,0.03436049716912635,0.10710093629335916,0.06875470926007364,0.05603743142731727,0,0,0,0,0.06839931489821593,0,0,0,0,0.039769209064949386,0.17774318861797858,0,0.012997650654582617,0,0.03238960518196277,0.14522824212474847,0,0,0.0,0.00990601088150929
2022-03-27,0.03033355831164207,0.05018780218501854,0.0014499443240671873,0,0,0.0,0.013196821029702228,0,0.0,0.08275351097513532,0.04116376496554621,0,0,0,0.03095480936951763,0.03801457221422374,0.10207458784016665,0.07723107462205438,0.047179158674636165,0,0,0,0,0.06762591050946284,0,0,0,0,0.03667463583178758,0.1832732485417895,0,0.015004084628746712,0,0.02666262191738577,0.1489246444676052,0,0,0.0,0.0072952495915153985
2022-04-03,0.028263569310730412,0.05226369232760854,0.0,0,0,0.0,0.013558383198499528,0,0.0,0.0799353388367595,0.044628634765199605,0,0,0,0.028000938941220452,0.03926316705388525,0.10137284629665436,0.0832766588963272,0.038034868280483025,0,0,0,0,0.07255439939678729,0,0,0,0,0.03581339632129653,0.18359397436704594,0,0.01772588572095923,0,0.02642087451195684,0.14719794620198282,0,0,0.0,0.00809542557260283
